1990	81.91	100.00	1990	84.76	85.98	1990	83.65	82.71
2000	81.91	100.00	2000	84.62	86.95	2000	83.47	82.60
2010	82.03	100.00	2010	85.12	86.92	2010	83.53	82.49
2020	82.06	100.00	2020	85.12	86.88	2020	83.12	82.72
2030	82.00	100.00	2030	85.15	89.75	2030	83.15	82.61
2040	82.00	100.00	2040	85.00	86.96	2040	83.35	82.55
2050	82.00	100.00	2050	85.00	86.98	2050	83.62	82.68
2060	82.18	100.00	2060	85.00	86.99	2060	83.47	82.82
2070	82.21	100.00	2070	85.00	86.96	2070	83.56	82.71
2080	82.24	100.00	2080	85.00	86.97	2080	83.18	82.74
2090	82.21	100.00	2090	85.00	87.03	2090	83.12	82.78
2100	82.12	100.00	2100	84.88	87.00	2100	83.44	82.95
2110	82.26	100.00	2110	85.35	90.28	2110	83.06	82.56
2120	82.29	100.00	2120	84.71	87.31	2120	83.18	82.55
2130	82.41	100.00	2130	84.47	86.95	2130	83.44	82.58
2140	82.35	100.00	2140	85.15	90.05	2140	83.32	82.66
2150	82.44	100.00	2150	85.06	86.65	2150	83.44	82.70
2160	82.44	100.00	2160	84.94	87.18	2160	83.79	82.92
2170	82.50	100.00	2170	85.59	86.50	2170	84.03	82.95
2180	82.47	100.00	2180	85.59	86.42	2180	83.79	82.98
2190	82.50	100.00	2190	85.53	86.62	2190	84.00	83.15
2200	82.56	100.00	2200	85.53	86.68	2200	84.03	83.14
2210	82.50	100.00	2210	85.68	86.56	2210	83.97	83.08
2220	82.44	100.00	2220	85.68	86.58	2220	84.09	83.11
2230	82.47	100.00	2230	85.68	86.64	2230	84.12	83.18
2240	82.44	100.00	2240	85.68	86.65	2240	84.03	83.26
2250	82.44	100.00	2250	85.62	86.71	2250	83.82	83.29
2260	82.41	100.00	2260	85.62	86.73	2260	83.88	83.10
2270	82.41	100.00	2270	85.62	86.78	2270	83.50	83.26
2280	82.41	100.00	2280	85.38	86.84	2280	83.44	83.38
2290	82.38	100.00	2290	85.38	86.90	2290	83.50	83.14
2300	82.35	100.00	2300	85.29	86.83	2300	83.44	83.17
2310	82.35	100.00	2310	85.29	86.84	2310	83.62	83.81
2320	82.38	100.00	2320	85.29	86.81	2320	83.38	83.49
2330	82.38	100.00	2330	85.29	86.70	2330	83.74	83.82
2340	82.35	100.00	2340	85.38	86.71	2340	83.65	83.80
2350	82.35	100.00	2350	85.24	87.15	2350	83.56	83.79
2360	82.41	100.00	2360	85.24	87.20	2360	83.71	84.07
2370	82.41	100.00	2370	85.38	86.92	2370	83.59	83.88
2380	82.41	100.00	2380	85.38	86.93	2380	83.62	83.82
2390	82.41	100.00	2390	85.38	86.95	2390	83.59	83.56
2400	82.35	100.00	2400	85.44	86.92	2400	83.50	83.79
2410	82.35	100.00	2410	85.85	90.87	2410	83.59	83.82
2420	82.21	100.00	2420	85.85	90.91	2420	83.56	84.13
2430	82.21	100.00	2430	85.85	90.95	2430	83.59	84.07
2440	82.24	100.00	2440	85.94	90.98	2440	83.53	83.85
2450	82.24	100.00	2450	86.06	90.24	2450	83.50	83.59
2460	82.26	100.00	2460	86.21	90.24	2460	83.21	83.74
2470	82.32	100.00	2470	86.21	90.20	2470	83.24	83.60
2480	82.47	100.00	2480	85.82	90.12	2480	83.29	83.55
2490	82.41	100.00	2490	85.74	90.40	2490	83.24	83.57
2500	82.41	100.00	2500	85.65	90.28	2500	83.32	83.56
2510	82.47	100.00	2510	85.71	90.28	2510	83.41	83.75
2520	82.41	100.00	2520	85.79	89.84	2520	83.18	83.49
2530	82.38	100.00	2530	86.12	89.92	2530	83.24	83.68
2540	82.56	100.00	2540	86.18	90.00	2540	83.47	83.82
2550	82.65	100.00	2550	86.21	90.04	2550	83.26	83.61
2560	82.65	100.00	2560	86.21	90.16	2560	83.35	83.79
2570	82.62	100.00	2570	86.03	90.51	2570	83.21	83.77
2580	82.74	100.00	2580	85.94	90.43	2580	83.38	83.80
2590	82.76	100.00	2590	85.85	90.46	2590	83.29	83.82
2600	82.88	100.00	2600	85.88	90.54	2600	83.29	83.88
2610	82.85	100.00	2610	85.79	90.50	2610	83.32	83.83
2620	82.85	100.00	2620	85.91	90.50	2620	83.47	84.16
2630	82.91	100.00	2630	85.91	90.49	2630	83.38	83.95
2640	82.91	100.00	2640	85.53	90.49	2640	83.26	83.83
2650	82.91	100.00	2650	85.94	90.42	2650	83.53	84.19
2660	83.03	100.00	2660	85.15	90.64	2660	83.35	84.06
2670	82.97	100.00	2670	85.50	90.56	2670	83.44	84.04
2680	82.94	100.00	2680	85.50	90.60	2680	83.32	84.03
2690	82.88	100.00	2690	85.50	90.59	2690	83.41	84.13
2700	82.88	100.00	2700	85.74	90.67	2700	83.41	84.11
2710	82.88	100.00	2710	85.74	90.66	2710	83.35	84.13
2720	82.91	100.00	2720	86.03	90.44	2720	83.56	84.26
2730	82.88	100.00	2730	86.03	90.44	2730	83.56	84.47
2740	82.88	100.00	2740	86.06	90.47	2740	83.47	84.27
2750	82.94	100.00	2750	86.06	90.44	2750	83.41	84.25
2760	82.94	100.00	2760	86.06	90.25	2760	83.38	84.35
2770	82.94	100.00	2770	85.53	87.00	2770	83.59	84.08
2780	82.94	100.00	2780	85.47	86.98	2780	83.59	84.03
2790	83.00	100.00	2790	85.47	86.99	2790	83.56	84.05
2800	83.06	100.00	2800	85.76	87.21	2800	83.59	84.29
2810	83.06	100.00	2810	85.44	87.54	2810	83.62	84.34
2820	83.09	100.00	2820	85.38	88.05	2820	83.53	84.11
2830	83.09	100.00	2830	85.38	88.09	2830	83.71	84.10
2840	83.00	100.00	2840	85.12	87.82	2840	83.88	84.01
2850	83.15	100.00	2850	85.44	87.44	2850	83.68	83.96
2860	83.15	100.00	2860	85.44	87.45	2860	83.71	83.95
2870	83.15	100.00	2870	85.44	87.46	2870	83.68	83.97
2880	83.18	100.00	2880	85.59	89.97	2880	83.62	83.92
2890	83.15	100.00	2890	85.29	88.17	2890	83.71	83.88
2900	83.18	100.00	2900	85.44	88.10	2900	83.56	83.90
2910	83.21	100.00	2910	85.44	88.11	2910	83.50	84.02
2920	83.26	100.00	2920	85.44	88.08	2920	83.59	84.01
2930	83.26	100.00	2930	84.88	89.76	2930	83.71	84.10
2940	83.26	100.00	2940	84.74	90.00	2940	83.56	83.98
2950	83.26	100.00	2950	84.74	89.97	2950	83.62	83.86
2960	83.35	100.00	2960	84.74	90.41	2960	83.59	83.82
2970	83.35	100.00	2970	85.24	90.10	2970	83.53	83.77
2980	83.50	100.00	2980	84.88	90.67	2980	83.62	83.83
2990	83.38	100.00	2990	85.18	90.84	2990	83.65	84.01
3000	83.47	100.00	3000	84.88	90.77	3000	83.68	84.10
3010	83.47	100.00	3010	84.85	90.73	3010	83.56	84.05
3020	83.47	100.00	3020	84.91	91.09	3020	83.50	83.94
3030	83.47	100.00	3030	85.06	90.66	3030	83.53	83.83
3040	83.56	100.00	3040	85.29	90.82	3040	83.44	83.72
3050	83.56	100.00	3050	85.62	90.85	3050	83.38	83.57
3060	83.59	100.00	3060	85.38	90.62	3060	83.29	83.86
3070	83.59	100.00	3070	85.35	91.07	3070	83.35	83.88
3080	83.68	100.00	3080	85.68	89.87	3080	83.35	83.73
3090	83.79	100.00	3090	85.68	89.90	3090	83.38	83.72
3100	83.85	100.00	3100	85.68	89.90	3100	83.29	83.74
3110	83.85	100.00	3110	85.68	89.87	3110	83.35	83.79
3120	83.88	100.00	3120	85.68	89.90	3120	83.24	83.88
3130	83.82	100.00	3130	85.59	89.87	3130	83.24	83.90
3140	83.71	100.00	3140	85.41	89.97	3140	83.41	83.76
3150	83.71	100.00	3150	85.44	89.90	3150	83.38	83.71
3160	83.71	100.00	3160	85.59	90.03	3160	83.35	83.77
3170	83.76	100.00	3170	85.62	90.25	3170	83.50	83.69
3180	83.91	100.00	3180	85.71	90.38	3180	83.44	83.58
3190	83.91	100.00	3190	85.41	89.94	3190	83.47	83.48
3200	83.91	100.00	3200	85.41	89.91	3200	83.44	83.63
3210	83.88	100.00	3210	85.44	90.03	3210	83.50	83.71
3220	83.91	100.00	3220	85.26	89.97	3220	83.56	83.70
3230	83.94	100.00	3230	85.26	90.00	3230	83.56	83.72
3240	84.12	100.00	3240	85.21	90.00	3240	83.50	83.64
3250	84.09	100.00	3250	85.21	90.03	3250	83.44	83.72
3260	84.09	100.00	3260	85.15	89.88	3260	83.56	83.71
3270	84.24	100.00	3270	85.15	89.85	3270	83.41	83.73
3280	84.24	100.00	3280	85.35	90.00	3280	83.50	83.84
3290	84.24	100.00	3290	85.32	89.85	3290	83.56	83.77
3300	84.26	100.00	3300	85.32	90.00	3300	83.53	83.85
3310	84.24	100.00	3310	85.32	90.00	3310	83.47	83.78
3320	84.24	100.00	3320	85.44	90.21	3320	83.47	83.89
3330	84.29	100.00	3330	85.50	90.15	3330	83.35	83.87
3340	84.44	100.00	3340	85.50	89.82	3340	83.59	83.89
3350	84.44	100.00	3350	85.50	90.15	3350	83.53	83.82
3360	84.47	100.00	3360	85.50	90.18	3360	83.53	83.84
3370	84.47	100.00	3370	85.50	90.18	3370	83.50	83.80
3380	84.53	100.00	3380	85.59	90.18	3380	83.56	83.82
3390	84.56	100.00	3390	85.59	90.18	3390	83.44	83.81
3400	84.62	100.00	3400	85.59	90.21	3400	83.62	83.85
3410	84.68	100.00	3410	85.59	90.26	3410	83.38	83.99
3420	84.65	100.00	3420	85.68	90.18	3420	83.35	83.80
3430	84.71	100.00	3430	85.44	89.68	3430	83.35	83.85
3440	84.71	100.00	3440	85.50	89.71	3440	83.26	83.81
3450	84.74	100.00	3450	85.50	89.68	3450	83.47	83.91
3460	84.79	100.00	3460	85.68	89.54	3460	83.74	84.02
3470	84.76	100.00	3470	85.68	89.57	3470	83.68	84.06
3480	84.74	100.00	3480	85.68	89.54	3480	83.71	84.02
3490	84.74	100.00	3490	86.03	89.74	3490	83.74	84.01
3500	84.79	100.00	3500	85.76	89.37	3500	83.71	83.77
3510	84.82	100.00	3510	85.56	89.09	3510	83.62	83.93
3520	84.85	100.00	3520	85.56	89.03	3520	83.71	83.92
3530	84.94	100.00	3530	85.56	89.04	3530	83.74	83.85
3540	84.88	100.00	3540	85.56	89.07	3540	83.62	83.95
3550	84.88	100.00	3550	85.68	89.13	3550	83.53	84.06
3560	84.94	100.00	3560	85.68	89.16	3560	83.59	84.02
3570	84.97	100.00	3570	85.68	89.13	3570	83.50	83.92
3580	85.12	100.00	3580	85.65	89.11	3580	83.62	83.88
3590	85.09	100.00	3590	85.65	89.11	3590	83.65	83.96
3600	84.91	100.00	3600	85.65	89.11	3600	83.62	83.89
3610	84.91	100.00	3610	85.65	89.14	3610	83.68	84.07
3620	84.91	100.00	3620	85.65	89.17	3620	83.56	83.76
3630	84.94	100.00	3630	85.59	89.23	3630	83.65	83.77
3640	84.82	100.00	3640	85.62	89.40	3640	83.59	83.79
3650	84.85	100.00	3650	85.62	89.40	3650	83.53	83.84
3660	84.82	100.00	3660	85.68	89.78	3660	83.59	83.77
3670	84.82	100.00	3670	85.68	89.81	3670	83.50	83.87
3680	84.79	100.00	3680	85.71	89.78	3680	83.71	83.94
3690	84.79	100.00	3690	85.88	90.05	3690	83.53	83.82
3700	84.74	100.00	3700	85.91	90.03	3700	83.65	83.97
3710	84.74	100.00	3710	85.91	90.05	3710	83.56	83.96
3720	84.79	100.00	3720	85.91	90.08	3720	83.65	84.06
3730	84.79	100.00	3730	85.91	90.08	3730	83.74	84.05
3740	84.79	100.00	3740	85.79	89.95	3740	83.62	84.09
3750	84.82	100.00	3750	85.79	89.95	3750	83.71	83.95
3760	84.82	100.00	3760	85.68	89.79	3760	83.68	83.99
3770	84.82	100.00	3770	85.68	89.79	3770	83.56	84.06
3780	84.88	100.00	3780	85.79	89.81	3780	83.79	84.05
3790	84.88	100.00	3790	85.79	89.82	3790	83.62	84.06
3800	84.91	100.00	3800	85.91	89.97	3800	83.71	84.05
3810	84.91	100.00	3810	85.97	89.97	3810	83.68	84.07
3820	84.91	100.00	3820	86.09	90.05	3820	83.74	84.11
3830	85.00	100.00	3830	86.09	90.03	3830	83.71	84.10
3840	85.00	100.00	3840	86.26	89.95	3840	83.68	84.04
3850	85.00	100.00	3850	86.38	89.77	3850	83.71	83.95
3860	84.97	100.00	3860	86.35	89.72	3860	83.65	83.86
3870	85.00	100.00	3870	86.26	89.69	3870	83.65	83.85
3880	85.09	100.00	3880	86.26	89.69	3880	83.59	83.87
3890	85.03	100.00	3890	86.26	89.69	3890	83.68	83.93
3900	85.06	100.00	3900	86.26	89.72	3900	83.53	83.95
3910	85.03	100.00	3910	86.26	89.72	3910	83.53	83.99
3920	85.06	100.00	3920	86.00	89.64	3920	83.53	84.01
3930	85.00	100.00	3930	86.06	89.31	3930	83.47	83.99
3940	85.06	100.00	3940	86.09	89.62	3940	83.47	84.01
3950	85.06	100.00	3950	86.06	89.34	3950	83.47	84.05
3960	85.06	100.00	3960	86.06	89.37	3960	83.47	84.07
3970	85.09	100.00	3970	85.76	89.62	3970	83.68	84.11
3980	85.09	100.00	3980	85.82	89.77	3980	83.76	84.07
3990	85.09	100.00	3990	85.56	89.70	3990	83.76	83.91
4000	85.09	100.00	4000	85.65	90.10	4000	83.74	83.93
4010	85.09	100.00	4010	85.59	90.45	4010	83.88	84.06
4020	85.09	100.00	4020	85.56	90.50	4020	83.97	84.08
4030	85.09	100.00	4030	85.56	90.17	4030	83.88	84.07
4040	85.15	100.00	4040	85.59	90.15	4040	83.82	84.08
4050	85.24	100.00	4050	85.56	90.15	4050	83.79	84.00
4060	85.24	100.00	4060	85.56	90.17	4060	83.82	84.14
4070	85.21	100.00	4070	85.56	90.15	4070	83.59	84.10
4080	85.24	100.00	4080	85.47	90.07	4080	83.85	84.04
4090	85.32	100.00	4090	85.47	90.07	4090	83.68	84.11
4100	85.32	100.00	4100	85.47	90.10	4100	83.74	84.17
4110	85.32	100.00	4110	85.47	90.12	4110	83.91	84.09
4120	85.35	100.00	4120	85.41	89.81	4120	83.91	84.22
4130	85.35	100.00	4130	85.44	89.73	4130	83.85	84.26
4140	85.35	100.00	4140	85.41	89.86	4140	83.91	84.35
4150	85.24	100.00	4150	85.41	89.73	4150	83.91	84.29
4160	85.24	100.00	4160	85.38	89.81	4160	83.88	84.25
4170	85.18	100.00	4170	85.65	89.28	4170	83.88	84.24
4180	85.18	100.00	4180	85.65	89.31	4180	83.82	84.09
4190	85.24	100.00	4190	85.79	89.45	4190	83.74	84.06
4200	85.24	100.00	4200	85.76	89.67	4200	83.79	84.05
4210	85.24	100.00	4210	85.76	89.69	4210	83.79	84.13
4220	85.24	100.00	4220	85.76	89.67	4220	83.74	84.05
4230	85.32	100.00	4230	85.71	89.69	4230	83.62	83.95
4240	85.32	100.00	4240	85.71	89.72	4240	83.59	84.01
4250	85.35	100.00	4250	85.71	89.74	4250	83.47	84.05
4260	85.35	100.00	4260	85.71	89.74	4260	83.59	83.92
4270	85.35	100.00	4270	85.74	89.60	4270	83.65	83.89
4280	85.29	100.00	4280	85.74	89.60	4280	83.53	84.00
4290	85.35	100.00	4290	85.62	90.02	4290	83.62	84.01
4300	85.35	100.00	4300	85.53	89.84	4300	83.47	83.91
4310	85.32	100.00	4310	85.68	89.86	4310	83.59	83.97
4320	85.38	100.00	4320	85.82	89.54	4320	83.65	84.00
4330	85.44	100.00	4330	85.82	89.54	4330	83.50	84.04
