1	83.44	83.26
2	83.65	83.65
3	83.56	83.82
4	83.94	84.00
5	84.12	84.14
6	83.88	84.12
7	84.12	84.18
8	84.06	84.12
9	84.18	84.27
10	84.24	84.35
11	84.26	84.47
12	84.21	84.61
13	84.03	84.71
14	84.18	84.77
15	84.06	84.76
16	83.91	84.91
17	83.74	84.77
18	83.44	84.71
19	82.94	84.39
20	82.76	84.29
21	82.32	84.29
22	82.68	84.41
23	82.88	84.52
24	83.26	84.76
25	83.47	84.82
26	83.29	84.83
27	83.38	84.91
28	83.26	84.91
29	83.24	85.05
30	83.38	85.20
31	83.41	85.11
32	83.21	85.02
33	83.18	85.09
34	83.24	85.05
35	83.15	84.94
36	83.12	84.92
37	82.74	84.86
38	83.12	84.92
39	83.41	84.94
40	83.74	85.71
41	83.88	85.94
42	84.09	85.92
43	84.24	86.12
44	84.12	86.05
45	84.21	86.08
46	84.41	86.20
47	84.50	86.18
48	84.32	86.14
49	84.26	86.18
50	84.12	86.21
51	84.03	86.02
52	83.88	85.98
53	83.88	86.11
54	83.94	86.18
55	84.09	86.23
56	84.03	85.86
57	83.76	85.59
58	83.29	85.48
59	83.09	85.14
60	82.71	84.42
61	82.29	83.76
62	83.03	84.44
63	82.71	84.18
64	83.21	85.21
65	81.97	83.36
66	82.00	83.74
67	81.56	83.35
68	81.15	83.27
69	81.18	83.33
70	81.88	84.18
71	82.00	84.17
72	81.97	84.30
73	82.03	84.42
74	82.06	84.24
75	81.53	84.05
76	80.29	82.82
77	80.03	82.79
78	79.44	81.94
79	82.26	84.68
80	79.82	81.95
81	82.53	85.08
82	80.88	83.67
83	80.76	83.24
84	84.44	86.59
85	84.00	86.05
86	80.71	83.29
87	80.44	82.88
88	82.15	84.74
89	81.47	83.64
90	82.12	84.47
91	82.74	84.56
92	82.82	85.12
93	83.15	85.80
94	83.12	85.05
95	83.53	85.83
96	82.91	85.64
97	83.15	85.71
98	82.74	85.29
99	84.29	86.82
100	83.79	86.59
101	82.85	85.08
102	84.21	87.08
103	81.50	83.83
104	84.15	87.05
105	83.91	86.79
106	84.53	87.14
107	84.50	86.77
108	83.71	85.97
109	84.91	87.50
110	84.71	87.24
111	84.74	87.45
112	84.32	87.14
113	82.32	84.21
114	81.38	83.98
115	84.15	86.61
116	84.53	87.06
117	84.18	86.74
118	83.79	85.71
119	84.00	86.47
120	84.09	86.68
121	83.94	86.45
122	83.50	86.18
123	83.94	86.73
124	83.00	85.39
125	83.91	86.70
126	84.00	87.23
127	83.09	86.02
128	83.44	86.38
129	83.74	86.85
130	83.15	86.41
131	84.47	87.73
132	84.24	87.68
133	83.68	87.29
134	83.47	86.92
135	83.59	86.64
136	84.53	87.85
137	83.50	87.41
138	84.56	87.76
139	83.94	87.36
140	83.74	87.06
141	83.50	86.70
142	83.74	87.32
143	83.62	86.94
144	84.09	87.27
145	83.41	86.77
146	82.94	86.05
147	84.41	87.23
148	84.15	87.59
149	83.76	87.29
150	83.79	87.53
151	83.85	86.95
152	83.53	86.89
153	82.74	85.27
154	83.47	87.17
155	83.15	85.98
156	84.68	87.73
157	84.26	87.53
158	84.29	87.64
159	84.41	87.91
160	84.62	88.12
161	84.35	88.11
162	84.50	87.82
163	83.97	87.30
164	83.71	87.48
165	83.91	87.52
166	83.74	87.24
167	84.35	87.74
168	84.79	88.27
169	84.74	87.85
170	84.38	87.88
