bits	Invocations	NumFitness	AltNumFitness	FitnessCost	AltFitnessCost	MinFitness	MeanFitness	MaxFitness	StdDevFitness	AvgRuntime	Target	Hits	HitsRatio	FitCalcsPerOpt	AltFitCalcsPerOpt	RuntimePerOpt	Optimizer
90	50	258800	258800	57.511111	57.511111	90	90	90	0	0.06	90	50	1	5176	5176	0.1	Evolver(size=400,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
90	55	536800	516800	108.576052	104.530744	88	89.9	90	0.4	0.09	90	50	0.9091	10736	10336	0.1	Evolver(size=400,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
90	50	446800	446800	99.288889	99.288889	90	90	90	0	0.1	90	50	1	8936	8936	0.1	Evolver(size=400,keep=200,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
90	52	846800	838800	181.017529	179.307396	89	90	90	0.2	0.12	90	50	0.9615	16936	16776	0.1	Evolver(size=400,keep=200,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
90	50	607422	607422	134.982667	134.982667	90	90	90	0	0.78	90	50	1	12148	12148	0.8	Mimicker(size=200,keep=2)
90	53	768825	708525	161.28068	148.631215	89	89.9	90	0.2	0.89	90	50	0.9434	15377	14171	0.9	Mimicker(size=200,keep=4)
90	51	762192	742092	166.091087	161.711048	89	90	90	0.1	0.96	90	50	0.9804	15244	14842	1	Mimicker(size=200,keep=6)
90	50	716587	716587	159.241556	159.241556	90	90	90	0	0.72	90	50	1	14332	14332	0.7	Mimicker(size=400,keep=2)
90	50	824055	824055	183.123333	183.123333	90	90	90	0	0.8	90	50	1	16481	16481	0.8	Mimicker(size=400,keep=4)
90	52	1114780	1034580	238.302693	221.158615	89	90	90	0.2	1.12	90	50	0.9615	22296	20692	1.2	Mimicker(size=400,keep=6)
90	124	3767343	2279943	340.135699	205.845341	88	89.3	90	0.6	0.53	90	50	0.4032	75347	45599	1.3	Mimicker(size=200,keep=1)
100	50	18431	18431	3.6862	3.6862	100	100	100	0	0	100	50	1	369	369	0	HillClimber(neighbor=SingleBitFlipper)
100	50	18110	18110	3.622	3.622	100	100	100	0	0	100	50	1	362	362	0	Annealer(temp=1000.0,cooling=0.1,neighbor=SingleBitFlipper,its=14.000000000000002)
100	50	17267	17267	3.4534	3.4534	100	100	100	0	0	100	50	1	345	345	0	Annealer(temp=1000.0,cooling=0.2,neighbor=SingleBitFlipper,its=20.029471813027506)
100	50	17852	17852	3.5704	3.5704	100	100	100	0	0	100	50	1	357	357	0	Annealer(temp=1000.0,cooling=0.3,neighbor=SingleBitFlipper,its=26.774850051504778)
100	50	18623	18623	3.7246	3.7246	100	100	100	0	0	100	50	1	372	372	0	Annealer(temp=1000.0,cooling=0.4,neighbor=SingleBitFlipper,its=35.181182326248845)
100	50	18278	18278	3.6556	3.6556	100	100	100	0	0	100	50	1	366	366	0	Annealer(temp=1000.0,cooling=0.5,neighbor=SingleBitFlipper,its=46.50699332842308)
100	50	18688	18688	3.7376	3.7376	100	100	100	0	0	100	50	1	374	374	0	Annealer(temp=1000.0,cooling=0.6,neighbor=SingleBitFlipper,its=63.106057727213866)
100	50	18794	18794	3.7588	3.7588	100	100	100	0	0	100	50	1	376	376	0	Annealer(temp=1000.0,cooling=0.7,neighbor=SingleBitFlipper,its=90.37974730138035)
100	50	19967	19967	3.9934	3.9934	100	100	100	0	0	100	50	1	399	399	0	Annealer(temp=1000.0,cooling=0.8,neighbor=SingleBitFlipper,its=144.4639162192264)
100	50	21080	21080	4.216	4.216	100	100	100	0	0	100	50	1	422	422	0	Annealer(temp=1000.0,cooling=0.9,neighbor=SingleBitFlipper,its=305.96083457495973)
100	50	74011	74011	14.8022	14.8022	100	100	100	0	0	100	50	1	1480	1480	0	Annealer(temp=1000.0,cooling=0.99,neighbor=SingleBitFlipper,its=3207.4740358737195)
100	52	153100	151100	29.453636	29.068873	99	100	100	0.2	0.02	100	50	0.9615	3062	3022	0	Evolver(size=100,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
100	122	879600	805600	72.838688	66.710831	92	99	100	1.3	0.03	100	50	0.4098	17592	16112	0.1	Evolver(size=100,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
100	50	147000	147000	29.4	29.4	100	100	100	0	0.02	100	50	1	2940	2940	0	Evolver(size=200,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
100	72	568800	524800	79.330544	73.193863	97	99.6	100	0.7	0.04	100	50	0.6944	11376	10496	0.1	Evolver(size=200,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
100	72	847000	800200	118.04878	111.526132	98	99.7	100	0.6	0.06	100	50	0.6944	16940	16004	0.1	Evolver(size=200,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
100	50	256400	256400	51.28	51.28	100	100	100	0	0.04	100	50	1	5128	5128	0	Evolver(size=200,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
100	50	277200	277200	55.44	55.44	100	100	100	0	0.06	100	50	1	5544	5544	0.1	Evolver(size=400,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
100	57	666400	638400	117.056034	112.137713	99	99.9	100	0.3	0.07	100	50	0.8772	13328	12768	0.1	Evolver(size=400,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
100	50	477600	477600	95.52	95.52	100	100	100	0	0.08	100	50	1	9552	9552	0.1	Evolver(size=400,keep=200,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
100	57	1070000	1042000	187.983134	183.063949	98	99.9	100	0.4	0.11	100	50	0.8772	21400	20840	0.1	Evolver(size=400,keep=200,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
100	52	712143	671943	137.00327	129.269527	99	100	100	0.2	1.15	100	50	0.9615	14243	13439	1.2	Mimicker(size=200,keep=2)
100	52	755358	715158	145.317045	137.583301	99	100	100	0.2	1.1	100	50	0.9615	15107	14303	1.1	Mimicker(size=200,keep=4)
100	52	801186	760986	154.133513	146.399769	99	100	100	0.2	1.15	100	50	0.9615	16024	15220	1.2	Mimicker(size=200,keep=6)
100	52	896636	816436	172.496345	157.067334	99	100	100	0.2	1.02	100	50	0.9615	17933	16329	1.1	Mimicker(size=400,keep=2)
100	50	911473	911473	182.2946	182.2946	100	100	100	0	1.16	100	50	1	18229	18229	1.2	Mimicker(size=400,keep=4)
100	51	1199391	1159291	235.220828	227.35654	99	100	100	0.1	0.78	100	50	0.9804	23988	23186	0.8	Mimicker(size=400,keep=6)
100	2389	89930817	42916917	384.770274	183.620637	95	97.8	100	0.9	0.76	100	50	0.0209	1798616	858338	36.5	Mimicker(size=200,keep=1)
