length	t	Invocations	FitnessCost	AltFitnessCost	MinFitness	MeanFitness	MaxFitness	StdDevFitness	AvgRuntime	Target	Hits	HitsRatio	FitCalcsPerOpt	AltFitCalcsPerOpt	RuntimePerOpt	Optimizer
50	5	260	12.898219	11.464116	0.0	49.5	94.0	39.3	0.00	94.0	100	0.3846	1659	1474	0.0		Annealer(temp=1000.0,cooling=0.7,neighbor=SingleBitFlipper,its=90.37974730138035)
50	5	241	12.405837	11.071158	0.0	49.3	94.0	40.5	0.00	94.0	100	0.4149	1475	1316	0.0		Annealer(temp=1000.0,cooling=0.8,neighbor=SingleBitFlipper,its=144.4639162192264)
50	5	252	13.314679	11.671024	0.0	51.9	94.0	38.7	0.00	94.0	100	0.3968	1742	1527	0.0		Annealer(temp=1000.0,cooling=0.9,neighbor=SingleBitFlipper,its=305.96083457495973)
50	5	271	33.998587	20.752375	0.0	47.0	94.0	39.3	0.00	94.0	100	0.3690	4330	2643	0.0		Annealer(temp=1000.0,cooling=0.99,neighbor=SingleBitFlipper,its=3207.4740358737195)
50	5	101	111.498735	110.444772	88.0	93.9	94.0	0.6	0.01	94.0	100	0.9901	10579	10479	0.0		Evolver(size=100,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	273.585106	273.585106	94.0	94.0	94.0	0.0	0.01	94.0	100	1.0000	25717	25717	0.0		Evolver(size=100,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	130.425532	130.425532	94.0	94.0	94.0	0.0	0.01	94.0	100	1.0000	12260	12260	0.0		Evolver(size=200,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	295.702128	295.702128	94.0	94.0	94.0	0.0	0.01	94.0	100	1.0000	27796	27796	0.0		Evolver(size=200,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	494.063830	494.063830	94.0	94.0	94.0	0.0	0.03	94.0	100	1.0000	46442	46442	0.0		Evolver(size=200,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	162.255319	162.255319	94.0	94.0	94.0	0.0	0.01	94.0	100	1.0000	15252	15252	0.0		Evolver(size=200,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	158.085106	158.085106	94.0	94.0	94.0	0.0	0.01	94.0	100	1.0000	14860	14860	0.0		Evolver(size=400,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	488.595745	488.595745	94.0	94.0	94.0	0.0	0.03	94.0	100	1.0000	45928	45928	0.0		Evolver(size=400,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	245.148936	245.148936	94.0	94.0	94.0	0.0	0.02	94.0	100	1.0000	23044	23044	0.0		Evolver(size=400,keep=200,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	100	857.319149	857.319149	94.0	94.0	94.0	0.0	0.06	94.0	100	1.0000	80588	80588	0.1		Evolver(size=400,keep=200,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
50	5	116	257.941937	242.225151	49.0	88.6	94.0	14.4	0.19	94.0	100	0.8621	26522	24906	0.2		Mimicker(size=100,keep=2)
50	5	137	393.835584	362.882217	39.0	88.1	94.0	13.8	0.29	94.0	100	0.7299	47548	43811	0.4		Mimicker(size=100,keep=3)
50	5	161	501.432005	456.556195	28.0	85.3	94.0	15.8	0.35	94.0	100	0.6211	68842	62681	0.6		Mimicker(size=100,keep=4)
50	5	123	319.542947	298.671429	45.0	90.5	94.0	11.2	0.24	94.0	100	0.8130	35565	33242	0.3		Mimicker(size=100,keep=5)
50	5	121	211.021148	170.628804	50.0	86.4	94.0	16.7	0.12	94.0	100	0.8264	22052	17831	0.1		Mimicker(size=200,keep=2)
50	5	110	376.197586	355.976258	50.0	90.4	94.0	12.1	0.23	94.0	100	0.9091	37394	35384	0.3		Mimicker(size=200,keep=3)
50	5	131	676.997620	622.079588	32.0	86.6	94.0	16.3	0.37	94.0	100	0.7634	76812	70581	0.5		Mimicker(size=200,keep=4)
50	5	114	541.876166	514.545163	49.0	90.3	94.0	12.0	0.30	94.0	100	0.8772	55792	52978	0.3		Mimicker(size=200,keep=5)
50	5	125	243.332676	196.149577	50.0	85.2	94.0	17.7	0.13	94.0	100	0.8000	25915	20890	0.2		Mimicker(size=200,keep=2)
50	5	124	438.388585	392.879151	50.0	85.5	94.0	17.5	0.24	94.0	100	0.8065	46469	41645	0.3		Mimicker(size=200,keep=3)
50	5	128	691.847954	642.527123	30.0	89.1	94.0	13.1	0.38	94.0	100	0.7813	78947	73319	0.5		Mimicker(size=200,keep=4)
50	5	122	565.095985	524.556931	45.0	89.4	94.0	13.3	0.34	94.0	100	0.8197	61641	57219	0.4		Mimicker(size=200,keep=5)
50	5	139	694.212683	630.723577	43.0	88.8	94.0	12.6	0.42	94.0	100	0.7194	85714	77875	0.6		Mimicker(size=200,keep=10)
60	6	4816	15.418304	14.456705	60.0	61.1	113.0	7.6	0.00	113.0	100	0.0208	45370	42540	0.0		HillClimber(neighbor=SingleBitFlipper)
60	6	861	15.349973	13.026054	0.0	36.6	113.0	37.1	0.00	113.0	100	0.1161	4837	4105	0.0		Annealer(temp=1000.0,cooling=0.1,neighbor=SingleBitFlipper,its=14.000000000000002)
60	6	785	15.978489	13.269425	0.0	34.1	113.0	38.0	0.00	113.0	100	0.1274	4271	3547	0.0		Annealer(temp=1000.0,cooling=0.2,neighbor=SingleBitFlipper,its=20.029471813027506)
60	6	597	16.100039	13.279707	0.0	34.1	113.0	40.5	0.00	113.0	100	0.1675	3273	2700	0.0		Annealer(temp=1000.0,cooling=0.3,neighbor=SingleBitFlipper,its=26.774850051504778)
60	6	483	15.894603	13.379203	0.0	36.6	113.0	43.1	0.00	113.0	100	0.2070	2813	2367	0.0		Annealer(temp=1000.0,cooling=0.4,neighbor=SingleBitFlipper,its=35.181182326248845)
60	6	663	16.717089	13.678859	0.0	32.8	113.0	39.6	0.00	113.0	100	0.1508	3638	2977	0.0		Annealer(temp=1000.0,cooling=0.5,neighbor=SingleBitFlipper,its=46.50699332842308)
60	6	618	16.924610	13.934479	0.0	33.6	113.0	40.1	0.00	113.0	100	0.1618	3516	2894	0.0		Annealer(temp=1000.0,cooling=0.6,neighbor=SingleBitFlipper,its=63.106057727213866)
60	6	547	16.351166	13.618861	0.0	35.4	113.0	41.8	0.00	113.0	100	0.1828	3170	2640	0.0		Annealer(temp=1000.0,cooling=0.7,neighbor=SingleBitFlipper,its=90.37974730138035)
60	6	532	16.347856	13.548675	0.0	35.3	113.0	42.2	0.00	113.0	100	0.1880	3073	2547	0.0		Annealer(temp=1000.0,cooling=0.8,neighbor=SingleBitFlipper,its=144.4639162192264)
60	6	552	17.055735	14.095142	0.0	35.9	113.0	41.8	0.00	113.0	100	0.1812	3385	2797	0.0		Annealer(temp=1000.0,cooling=0.9,neighbor=SingleBitFlipper,its=305.96083457495973)
60	6	655	46.452504	24.526169	0.0	31.2	113.0	39.3	0.00	113.0	100	0.1527	9497	5014	0.0		Annealer(temp=1000.0,cooling=0.99,neighbor=SingleBitFlipper,its=3207.4740358737195)
60	6	101	150.959507	147.614437	60.0	112.5	113.0	5.3	0.01	113.0	100	0.9901	17149	16769	0.0		Evolver(size=100,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	347.716814	347.716814	113.0	113.0	113.0	0.0	0.03	113.0	100	1.0000	39292	39292	0.0		Evolver(size=100,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	186.938053	186.938053	113.0	113.0	113.0	0.0	0.02	113.0	100	1.0000	21124	21124	0.0		Evolver(size=200,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	346.973451	346.973451	113.0	113.0	113.0	0.0	0.03	113.0	100	1.0000	39208	39208	0.0		Evolver(size=200,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	101	620.716852	618.964157	111.0	113.0	113.0	0.2	0.05	113.0	100	0.9901	70830	70630	0.1		Evolver(size=200,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	214.513274	214.513274	113.0	113.0	113.0	0.0	0.02	113.0	100	1.0000	24240	24240	0.0		Evolver(size=200,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	234.088496	234.088496	113.0	113.0	113.0	0.0	0.03	113.0	100	1.0000	26452	26452	0.0		Evolver(size=400,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	641.309735	641.309735	113.0	113.0	113.0	0.0	0.05	113.0	100	1.0000	72468	72468	0.1		Evolver(size=400,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	100	279.469027	279.469027	113.0	113.0	113.0	0.0	0.03	113.0	100	1.0000	31580	31580	0.0		Evolver(size=400,keep=200,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	107	1046.253209	1023.068643	111.0	112.9	113.0	0.5	0.10	113.0	100	0.9346	126356	123556	0.1		Evolver(size=400,keep=200,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
60	6	143	322.730528	292.419249	53.0	100.2	113.0	22.5	0.36	113.0	100	0.6993	46241	41898	0.5		Mimicker(size=100,keep=2)
60	6	159	439.411075	402.828105	37.0	102.4	113.0	19.5	0.53	113.0	100	0.6289	71576	65617	0.9		Mimicker(size=100,keep=3)
60	6	181	517.753871	470.839087	23.0	96.3	113.0	25.2	0.61	113.0	100	0.5525	90286	82105	1.1		Mimicker(size=100,keep=4)
60	6	146	386.681546	354.726116	51.0	99.6	113.0	23.1	0.51	113.0	100	0.6849	56220	51574	0.8		Mimicker(size=100,keep=5)
60	6	158	347.417986	268.530451	59.0	93.5	113.0	25.6	0.34	113.0	100	0.6329	51341	39683	0.5		Mimicker(size=200,keep=2)
60	6	137	528.379449	473.911894	50.0	99.7	113.0	23.2	0.50	113.0	100	0.7299	72145	64708	0.7		Mimicker(size=200,keep=3)
60	6	144	730.740594	671.213098	37.0	103.2	113.0	19.5	0.67	113.0	100	0.6944	108566	99722	1.0		Mimicker(size=200,keep=4)
60	6	133	611.673108	563.489176	58.0	103.5	113.0	20.1	0.56	113.0	100	0.7519	84203	77570	0.8		Mimicker(size=200,keep=5)
60	6	132	298.512142	249.854906	59.0	100.1	113.0	22.8	0.24	113.0	100	0.7576	39460	33028	0.3		Mimicker(size=200,keep=2)
60	6	150	544.160315	475.277519	59.0	97.3	113.0	24.1	0.43	113.0	100	0.6667	79393	69343	0.7		Mimicker(size=200,keep=3)
60	6	150	773.962161	707.594862	57.0	101.0	113.0	21.1	0.63	113.0	100	0.6667	117201	107151	1.0		Mimicker(size=200,keep=4)
60	6	134	611.432659	562.422332	52.0	104.1	113.0	19.5	0.52	113.0	100	0.7463	85258	78424	0.7		Mimicker(size=200,keep=5)
60	6	154	765.023309	694.748139	43.0	100.3	113.0	22.4	0.66	113.0	100	0.6494	118158	107304	1.0		Mimicker(size=200,keep=10)
70	7	8489	18.042443	17.064427	70.0	70.7	132.0	6.7	0.00	132.0	100	0.0118	108332	102460	0.1		HillClimber(neighbor=SingleBitFlipper)
70	7	2318	19.214513	16.000088	0.0	29.5	132.0	35.9	0.00	132.0	100	0.0431	13152	10952	0.0		Annealer(temp=1000.0,cooling=0.1,neighbor=SingleBitFlipper,its=14.000000000000002)
70	7	2342	19.641663	15.008210	0.0	22.5	132.0	32.9	0.00	132.0	100	0.0427	10335	7897	0.0		Annealer(temp=1000.0,cooling=0.2,neighbor=SingleBitFlipper,its=20.029471813027506)
70	7	2076	19.625536	14.419315	0.0	20.9	132.0	32.4	0.00	132.0	100	0.0482	8511	6253	0.0		Annealer(temp=1000.0,cooling=0.3,neighbor=SingleBitFlipper,its=26.774850051504778)
70	7	2149	20.314004	14.888450	0.0	20.7	132.0	32.2	0.00	132.0	100	0.0465	9042	6627	0.0		Annealer(temp=1000.0,cooling=0.4,neighbor=SingleBitFlipper,its=35.181182326248845)
70	7	2113	21.381878	15.658364	0.0	19.8	132.0	31.3	0.00	132.0	100	0.0473	8953	6556	0.0		Annealer(temp=1000.0,cooling=0.5,neighbor=SingleBitFlipper,its=46.50699332842308)
70	7	2285	21.113955	15.590873	0.0	20.6	132.0	31.8	0.00	132.0	100	0.0438	9948	7346	0.0		Annealer(temp=1000.0,cooling=0.6,neighbor=SingleBitFlipper,its=63.106057727213866)
70	7	2177	21.790638	16.041933	0.0	19.9	132.0	31.3	0.00	132.0	100	0.0459	9427	6940	0.0		Annealer(temp=1000.0,cooling=0.7,neighbor=SingleBitFlipper,its=90.37974730138035)
70	7	2172	21.480262	15.532074	0.0	19.4	132.0	31.1	0.00	132.0	100	0.0460	9054	6547	0.0		Annealer(temp=1000.0,cooling=0.8,neighbor=SingleBitFlipper,its=144.4639162192264)
70	7	2521	23.662215	17.139547	0.0	19.0	132.0	30.1	0.00	132.0	100	0.0397	11357	8227	0.0		Annealer(temp=1000.0,cooling=0.9,neighbor=SingleBitFlipper,its=305.96083457495973)
70	7	2969	57.733530	31.055632	0.0	16.1	132.0	27.2	0.00	132.0	100	0.0337	27553	14821	0.0		Annealer(temp=1000.0,cooling=0.99,neighbor=SingleBitFlipper,its=3207.4740358737195)
70	7	113	364.671461	173.547659	70.0	125.5	132.0	18.9	0.05	132.0	100	0.8850	51725	24616	0.1		Evolver(size=100,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	102	407.822647	406.329775	67.0	131.3	132.0	6.4	0.04	132.0	100	0.9804	54636	54436	0.0		Evolver(size=100,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	101	221.175584	219.668425	70.0	131.4	132.0	6.2	0.04	132.0	100	0.9901	29350	29150	0.0		Evolver(size=200,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	106	439.618209	428.179148	70.0	128.5	132.0	14.4	0.05	132.0	100	0.9434	59876	58318	0.1		Evolver(size=200,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	100	684.151515	684.151515	132.0	132.0	132.0	0.0	0.07	132.0	100	1.0000	90308	90308	0.1		Evolver(size=200,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	100	254.742424	254.742424	132.0	132.0	132.0	0.0	0.04	132.0	100	1.0000	33626	33626	0.0		Evolver(size=200,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	100	293.212121	293.212121	132.0	132.0	132.0	0.0	0.05	132.0	100	1.0000	38704	38704	0.1		Evolver(size=400,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	100	787.303030	787.303030	132.0	132.0	132.0	0.0	0.09	132.0	100	1.0000	103924	103924	0.1		Evolver(size=400,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	100	336.757576	336.757576	132.0	132.0	132.0	0.0	0.05	132.0	100	1.0000	44452	44452	0.1		Evolver(size=400,keep=200,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	107	1339.071251	1319.220135	125.0	131.8	132.0	1.0	0.15	132.0	100	0.9346	188876	186076	0.2		Evolver(size=400,keep=200,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
70	7	166	384.445259	349.307417	45.0	114.3	132.0	28.3	0.57	132.0	100	0.6024	72933	66267	0.9		Mimicker(size=100,keep=2)
70	7	188	493.467508	451.461742	39.0	112.5	132.0	28.3	78.64	132.0	100	0.5319	104413	95525	147.8		Mimicker(size=100,keep=3)
70	7	220	579.741585	526.898893	20.0	104.3	132.0	33.1	0.83	132.0	100	0.4545	132970	120850	1.8		Mimicker(size=100,keep=4)
70	7	182	424.431452	382.992445	38.0	109.8	132.0	29.7	0.63	132.0	100	0.5495	84827	76545	1.1		Mimicker(size=100,keep=5)
70	7	156	426.817848	361.292176	69.0	110.1	132.0	29.7	0.42	132.0	100	0.6410	73319	62063	0.7		Mimicker(size=200,keep=2)
70	7	165	649.624837	578.650261	63.0	111.6	132.0	28.9	0.72	132.0	100	0.6061	119583	106518	1.2		Mimicker(size=200,keep=3)
70	7	192	880.905347	792.772662	32.0	109.3	132.0	30.5	0.89	132.0	100	0.5208	184832	166340	1.7		Mimicker(size=200,keep=4)
70	7	156	696.253493	632.846553	66.0	113.8	132.0	28.1	0.77	132.0	100	0.6410	123599	112343	1.2		Mimicker(size=200,keep=5)
70	7	168	434.977347	359.090389	68.0	107.2	132.0	30.5	0.42	132.0	100	0.5952	78344	64676	0.7		Mimicker(size=200,keep=2)
70	7	173	677.981758	600.396098	58.0	109.3	132.0	29.9	0.68	132.0	100	0.5780	128220	113547	1.2		Mimicker(size=200,keep=3)
70	7	170	886.287038	812.656811	42.0	112.4	132.0	28.7	0.92	132.0	100	0.5882	169361	155291	1.6		Mimicker(size=200,keep=4)
70	7	169	723.962769	649.019507	61.0	109.5	132.0	30.0	0.76	132.0	100	0.5917	133977	120108	1.3		Mimicker(size=200,keep=5)
70	7	200	853.264438	762.219459	10.0	110.4	132.0	29.1	0.93	132.0	100	0.5000	188375	168275	1.9		Mimicker(size=200,keep=10)
80	8	16888	20.656078	19.667196	80.0	80.4	151.0	5.4	0.00	151.0	100	0.0059	280538	267108	0.1		HillClimber(neighbor=SingleBitFlipper)
80	8	7036	22.494182	18.253007	0.0	23.9	151.0	34.1	0.00	151.0	100	0.0142	37814	30684	0.1		Annealer(temp=1000.0,cooling=0.1,neighbor=SingleBitFlipper,its=14.000000000000002)
80	8	6820	23.042671	16.595775	0.0	16.6	151.0	27.9	0.00	151.0	100	0.0147	26093	18793	0.0		Annealer(temp=1000.0,cooling=0.2,neighbor=SingleBitFlipper,its=20.029471813027506)
80	8	9224	24.299054	16.294152	0.0	13.8	151.0	23.6	0.00	151.0	100	0.0108	30932	20742	0.0		Annealer(temp=1000.0,cooling=0.3,neighbor=SingleBitFlipper,its=26.774850051504778)
80	8	10360	24.840590	15.995854	0.0	12.8	151.0	21.7	0.00	151.0	100	0.0097	32830	21140	0.0		Annealer(temp=1000.0,cooling=0.4,neighbor=SingleBitFlipper,its=35.181182326248845)
80	8	8838	25.211677	16.220207	0.0	12.6	151.0	22.0	0.00	151.0	100	0.0113	28137	18102	0.0		Annealer(temp=1000.0,cooling=0.5,neighbor=SingleBitFlipper,its=46.50699332842308)
80	8	7944	25.373873	16.282970	0.0	12.6	151.0	22.0	0.00	151.0	100	0.0126	25320	16248	0.0		Annealer(temp=1000.0,cooling=0.6,neighbor=SingleBitFlipper,its=63.106057727213866)
80	8	8814	25.688620	16.464307	0.0	12.5	151.0	21.6	0.00	151.0	100	0.0113	28259	18112	0.0		Annealer(temp=1000.0,cooling=0.7,neighbor=SingleBitFlipper,its=90.37974730138035)
80	8	9713	26.899958	17.230969	0.0	12.1	151.0	20.9	0.00	151.0	100	0.0103	31704	20308	0.0		Annealer(temp=1000.0,cooling=0.8,neighbor=SingleBitFlipper,its=144.4639162192264)
80	8	10840	28.675096	17.995476	0.0	11.7	151.0	20.3	0.00	151.0	100	0.0092	36253	22751	0.1		Annealer(temp=1000.0,cooling=0.9,neighbor=SingleBitFlipper,its=305.96083457495973)
80	8	19213	69.235026	35.564999	0.0	9.7	151.0	15.8	0.00	151.0	100	0.0052	128842	66184	0.2		Annealer(temp=1000.0,cooling=0.99,neighbor=SingleBitFlipper,its=3207.4740358737195)
80	8	126	392.002328	209.796275	80.0	136.3	151.0	28.8	0.06	151.0	100	0.7937	67346	36043	0.1		Evolver(size=100,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	116	635.787640	532.742778	74.0	143.5	151.0	21.9	0.08	151.0	100	0.8621	105865	88707	0.1		Evolver(size=100,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	106	270.757381	262.503209	80.0	147.0	151.0	16.5	0.07	151.0	100	0.9434	42184	40898	0.1		Evolver(size=200,keep=50,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	121	552.669845	521.311085	80.0	138.7	151.0	27.0	0.07	151.0	100	0.8264	92738	87476	0.1		Evolver(size=200,keep=50,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	107	825.042365	805.523128	80.0	148.9	151.0	11.8	0.11	151.0	100	0.9346	131454	128344	0.1		Evolver(size=200,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	108	357.801779	308.576874	80.0	145.7	151.0	18.7	0.06	151.0	100	0.9259	56318	48570	0.1		Evolver(size=200,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	102	370.458716	364.613368	80.0	149.6	151.0	9.9	0.09	151.0	100	0.9804	56532	55640	0.1		Evolver(size=400,keep=100,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	103	902.398957	894.576271	80.0	148.9	151.0	12.0	0.13	151.0	100	0.9709	138428	137228	0.1		Evolver(size=400,keep=100,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	100	398.092715	398.092715	151.0	151.0	151.0	0.0	0.08	151.0	100	1.0000	60112	60112	0.1		Evolver(size=400,keep=200,breeder=UniformCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	108	1543.092834	1521.324797	116.0	150.4	151.0	3.8	0.21	151.0	100	0.9259	250660	247124	0.2		Evolver(size=400,keep=200,breeder=SingleCrossover,toMutate=10,mutator=SingleBitMutator)
80	8	214	447.891048	404.528716	54.0	124.1	151.0	33.6	1.06	151.0	100	0.4673	118929	107415	2.3		Mimicker(size=100,keep=2)
80	8	259	566.937583	511.954189	34.0	112.8	151.0	39.0	1.14	151.0	100	0.3861	165585	149526	3.0		Mimicker(size=100,keep=3)
80	8	355	679.601342	609.334243	18.0	103.2	151.0	39.6	1.27	151.0	100	0.2817	249094	223339	4.5		Mimicker(size=100,keep=4)
80	8	230	472.086202	423.068058	48.0	116.5	151.0	36.1	0.94	151.0	100	0.4348	126453	113323	2.2		Mimicker(size=100,keep=5)
80	8	188	564.039964	484.969781	68.0	119.0	151.0	35.4	0.76	151.0	100	0.5319	126176	108488	1.4		Mimicker(size=200,keep=2)
80	8	219	806.897214	714.713146	50.0	118.5	151.0	35.5	1.14	151.0	100	0.4566	209366	185447	2.5		Mimicker(size=200,keep=3)
80	8	262	996.240643	888.576313	28.0	115.4	151.0	37.4	1.35	151.0	100	0.3817	301303	268741	3.5		Mimicker(size=200,keep=4)
80	8	204	817.294291	730.501682	68.0	118.1	151.0	35.6	1.17	151.0	100	0.4902	196845	175941	2.4		Mimicker(size=200,keep=5)
80	8	173	536.677215	467.373418	60.0	122.4	151.0	35.0	0.77	151.0	100	0.5780	113625	98952	1.3		Mimicker(size=200,keep=2)
80	8	188	756.655003	679.770712	64.0	122.4	151.0	35.0	1.05	151.0	100	0.5319	174076	156388	2.0		Mimicker(size=200,keep=3)
80	8	241	977.754476	877.083120	35.0	116.8	151.0	37.0	1.26	151.0	100	0.4149	275257	246916	3.0		Mimicker(size=200,keep=4)
80	8	192	778.164029	697.536167	70.0	119.5	151.0	35.4	1.02	151.0	100	0.5208	178472	159980	2.0		Mimicker(size=200,keep=5)
80	8	228	947.126935	849.988824	16.0	116.2	151.0	36.6	1.26	151.0	100	0.4386	250856	225128	2.9		Mimicker(size=200,keep=10)
