Unpruned	ReducedError	PruneConfidence	MinInstancesPerLeaf	trainPctCorrect	testPctCorrect	trainTime	testTime
false	false	0.5	13	78.33	70.43	0.05
false	false	0.5	14	77.53	69.55	0.05
false	false	0.5	15	76.52	68.36	0.05
false	false	0.5	16	75.81	66.98	0.05
false	false	0.5	17	75.44	67.92	0.05
false	false	0.5	18	74.81	66.85	0.04
false	false	0.5	19	74.14	67.35	0.05
false	false	0.5	20	73.91	66.92	0.04
false	false	0.5	21	73.54	67.35	0.04
false	false	0.5	22	73.36	66.48	0.04
false	false	0.5	23	73.20	66.29	0.04
false	false	0.5	24	72.46	66.60	0.04
